Дата;Температура, °С
01-10-2018;11.39
02-10-2018;9.16
03-10-2018;5.50
04-10-2018;5.28
05-10-2018;6.37
06-10-2018;7.22
07-10-2018;7.46
08-10-2018;6.38
09-10-2018;6.68
10-10-2018;8.08
11-10-2018;5.47
12-10-2018;5.98
13-10-2018;7.88
14-10-2018;5.04
15-10-2018;2.05
16-10-2018;2.24
17-10-2018;3.96
18-10-2018;2.85
19-10-2018;2.29
20-10-2018;1.61
21-10-2018;1.68
22-10-2018;2.77
23-10-2018;0.25
24-10-2018;-0.20
25-10-2018;1.83
26-10-2018;3.15
27-10-2018;3.90
28-10-2018;6.01
29-10-2018;3.70
30-10-2018;1.98
31-10-2018;-1.65
