Дата;Температура, °С
01-03-2017;6.35
02-03-2017;6.70
03-03-2017;7.47
04-03-2017;6.55
05-03-2017;6.21
06-03-2017;6.54
07-03-2017;6.17
08-03-2017;7.02
09-03-2017;7.09
10-03-2017;7.18
11-03-2017;6.37
12-03-2017;5.76
13-03-2017;6.39
14-03-2017;5.58
15-03-2017;6.25
16-03-2017;6.43
17-03-2017;6.68
18-03-2017;6.18
19-03-2017;6.12
20-03-2017;5.71
21-03-2017;5.02
22-03-2017;4.45
23-03-2017;5.15
24-03-2017;7.01
25-03-2017;7.03
26-03-2017;5.03
27-03-2017;4.77
28-03-2017;6.38
29-03-2017;7.95
30-03-2017;8.68
31-03-2017;3.11
