Дата;Температура, °С
01-03-2012;-5.00
02-03-2012;-4.20
03-03-2012;-7.10
04-03-2012;-6.10
05-03-2012;-4.90
06-03-2012;-5.00
07-03-2012;-6.30
08-03-2012;-6.84
09-03-2012;-5.80
10-03-2012;-9.30
11-03-2012;-11.30
12-03-2012;-12.70
13-03-2012;-12.00
14-03-2012;-8.70
15-03-2012;-7.10
16-03-2012;-8.80
17-03-2012;-9.20
18-03-2012;-6.60
19-03-2012;-0.40
20-03-2012;-1.40
21-03-2012;-0.10
22-03-2012;-1.30
23-03-2012;-2.00
24-03-2012;-3.90
25-03-2012;-5.00
26-03-2012;-6.30
27-03-2012;-3.60
28-03-2012;-0.60
29-03-2012;-3.30
30-03-2012;-2.30
31-03-2012;2.10
