Дата;Температура, °С
01-01-2016;-17.67
02-01-2016;-20.12
03-01-2016;-17.29
04-01-2016;-16.95
05-01-2016;-15.39
06-01-2016;-14.78
07-01-2016;-13.10
08-01-2016;-9.51
09-01-2016;-5.80
10-01-2016;-5.27
11-01-2016;-12.27
12-01-2016;-19.99
13-01-2016;-11.13
14-01-2016;-4.44
15-01-2016;-5.43
16-01-2016;-10.94
17-01-2016;-10.84
18-01-2016;-3.95
19-01-2016;-5.20
20-01-2016;-4.05
21-01-2016;-8.19
22-01-2016;-12.25
23-01-2016;-8.38
24-01-2016;-14.49
25-01-2016;-20.59
26-01-2016;-21.66
27-01-2016;-18.26
28-01-2016;-15.02
29-01-2016;-10.73
30-01-2016;-2.90
31-01-2016;0.32
