Дата;Температура, °С
01-10-2012;10.50
02-10-2012;6.80
03-10-2012;1.40
04-10-2012;1.10
05-10-2012;2.80
06-10-2012;8.30
07-10-2012;9.20
08-10-2012;10.10
09-10-2012;10.30
10-10-2012;13.50
11-10-2012;10.20
12-10-2012;8.90
13-10-2012;13.40
14-10-2012;11.60
15-10-2012;5.60
16-10-2012;4.40
17-10-2012;4.20
18-10-2012;5.10
19-10-2012;8.30
20-10-2012;11.40
21-10-2012;5.40
22-10-2012;1.40
23-10-2012;0.10
24-10-2012;-0.10
25-10-2012;0.20
26-10-2012;0.50
27-10-2012;2.20
28-10-2012;1.50
29-10-2012;7.90
30-10-2012;1.10
31-10-2012;-0.70
