Дата;Температура, °С
31-05-2017;14.26
01-06-2017;14.29
02-06-2017;8.07
03-06-2017;6.44
04-06-2017;8.78
05-06-2017;11.91
06-06-2017;14.23
07-06-2017;15.21
08-06-2017;16.38
09-06-2017;15.11
10-06-2017;15.02
11-06-2017;15.87
12-06-2017;17.23
13-06-2017;15.39
14-06-2017;13.50
15-06-2017;10.75
16-06-2017;12.82
17-06-2017;15.67
18-06-2017;18.34
19-06-2017;16.93
20-06-2017;18.04
21-06-2017;15.37
22-06-2017;12.57
23-06-2017;12.73
24-06-2017;14.01
25-06-2017;15.11
26-06-2017;19.03
27-06-2017;17.74
28-06-2017;16.95
29-06-2017;18.21
30-06-2017;19.94
