Дата;Температура, °С
31-03-2012;-6.00
01-04-2012;-7.20
02-04-2012;-6.30
03-04-2012;-4.00
04-04-2012;-2.90
05-04-2012;-4.00
06-04-2012;-4.50
07-04-2012;-1.70
08-04-2012;0.30
09-04-2012;2.80
10-04-2012;2.90
11-04-2012;2.50
12-04-2012;2.10
13-04-2012;2.80
14-04-2012;4.30
15-04-2012;2.70
16-04-2012;3.60
17-04-2012;4.80
18-04-2012;7.20
19-04-2012;9.20
20-04-2012;12.60
21-04-2012;8.10
22-04-2012;8.20
23-04-2012;8.20
24-04-2012;13.80
25-04-2012;16.30
26-04-2012;7.00
27-04-2012;7.50
28-04-2012;9.90
29-04-2012;6.94
30-04-2012;9.80
