Дата;Температура, °С
01-05-2013;8.65
02-05-2013;9.62
03-05-2013;10.66
04-05-2013;14.90
05-05-2013;16.90
06-05-2013;15.10
07-05-2013;11.50
08-05-2013;11.00
09-05-2013;10.91
10-05-2013;12.42
11-05-2013;19.20
12-05-2013;17.50
13-05-2013;19.40
14-05-2013;20.70
15-05-2013;22.40
16-05-2013;23.30
17-05-2013;21.40
18-05-2013;16.20
19-05-2013;12.40
20-05-2013;14.80
21-05-2013;14.20
22-05-2013;10.80
23-05-2013;12.80
24-05-2013;17.90
25-05-2013;22.50
26-05-2013;21.80
27-05-2013;21.20
28-05-2013;21.20
29-05-2013;21.50
30-05-2013;21.40
31-05-2013;20.60
