Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-10-2014;210992;217094
02-10-2014;221382;223672
03-10-2014;217347;225314
04-10-2014;211909;217326
05-10-2014;214574;217536
06-10-2014;231056;233450
07-10-2014;233383;237234
08-10-2014;230640;239001
09-10-2014;233418;238926
10-10-2014;224672;233465
11-10-2014;218372;222411
12-10-2014;209143;217368
13-10-2014;228288;228434
14-10-2014;225324;224545
15-10-2014;230102;225302
16-10-2014;231678;224269
17-10-2014;240852;226355
18-10-2014;222715;222477
19-10-2014;224613;232198
20-10-2014;239904;247515
21-10-2014;236160;247032
22-10-2014;232265;238186
23-10-2014;233067;240353
24-10-2014;243785;251717
25-10-2014;242950;255220
26-10-2014;244692;257125
27-10-2014;256576;270753
28-10-2014;256385;266078
29-10-2014;251981;261506
30-10-2014;248402;257578
