Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-10-2016;320311;273210
01-11-2016;317202;277536
02-11-2016;327905;281095
03-11-2016;334077;284140
04-11-2016;338932;275848
05-11-2016;341768;276603
06-11-2016;341446;276330
07-11-2016;342173;295844
08-11-2016;333765;297629
09-11-2016;337762;297707
10-11-2016;345919;299696
11-11-2016;337101;299520
12-11-2016;344108;289215
13-11-2016;334554;283068
14-11-2016;337907;295209
15-11-2016;342850;296136
16-11-2016;341075;293287
17-11-2016;344790;293493
18-11-2016;344316;293514
19-11-2016;341733;281123
20-11-2016;339269;275995
21-11-2016;338381;286704
22-11-2016;339711;287373
23-11-2016;342846;290151
24-11-2016;346838;290452
25-11-2016;350685;290755
26-11-2016;344923;286807
27-11-2016;345352;282466
28-11-2016;358637;301801
29-11-2016;361231;306081
