Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-07-2019;258809;246795
02-07-2019;265805;259987
03-07-2019;277969;275063
04-07-2019;282378;279617
05-07-2019;275874;271045
06-07-2019;260393;258629
07-07-2019;256839;258795
08-07-2019;273466;276011
09-07-2019;269837;266716
10-07-2019;261812;255404
11-07-2019;259357;253531
12-07-2019;263879;248192
13-07-2019;252810;236307
14-07-2019;252149;233904
15-07-2019;265404;246585
16-07-2019;265215;247406
17-07-2019;264879;252252
18-07-2019;275173;256939
19-07-2019;268935;259638
20-07-2019;262102;256434
21-07-2019;256996;253733
22-07-2019;261858;262678
23-07-2019;265648;269064
24-07-2019;269087;269515
25-07-2019;270847;265330
26-07-2019;269285;259124
27-07-2019;248177;249236
28-07-2019;260040;251106
29-07-2019;266745;272284
30-07-2019;272102;281237
