Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-03-2018;99542;93337
01-04-2018;104455;93238
02-04-2018;107263;96011
03-04-2018;107761;96558
04-04-2018;108858;97646
05-04-2018;108079;97245
06-04-2018;108090;96980
07-04-2018;106954;95729
08-04-2018;106050;94833
09-04-2018;105984;94387
10-04-2018;105918;93662
11-04-2018;107631;96215
12-04-2018;106545;94411
13-04-2018;105089;92883
14-04-2018;106150;94061
15-04-2018;104771;92759
16-04-2018;103631;91568
17-04-2018;99751;89963
18-04-2018;99133;89528
19-04-2018;97758;88282
20-04-2018;95215;85687
21-04-2018;94812;83991
22-04-2018;92018;82562
23-04-2018;95336;85674
24-04-2018;95770;86100
25-04-2018;94626;84845
26-04-2018;93294;83802
27-04-2018;92302;82737
28-04-2018;90633;80903
29-04-2018;88470;78895
