Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-08-2011;576392;526012
02-08-2011;571349;522693
03-08-2011;565573;520362
04-08-2011;560200;519252
05-08-2011;564358;514068
06-08-2011;516252;479263
07-08-2011;501728;469761
08-08-2011;556744;519767
09-08-2011;573060;529448
10-08-2011;578383;534499
11-08-2011;588092;532202
12-08-2011;570723;526808
13-08-2011;519810;493052
14-08-2011;516945;487451
15-08-2011;571495;541559
16-08-2011;592047;546966
17-08-2011;588309;543948
18-08-2011;575938;537660
19-08-2011;559209;525447
20-08-2011;539061;492009
21-08-2011;524068;483573
22-08-2011;571219;523383
23-08-2011;574330;529019
24-08-2011;581027;528256
25-08-2011;569842;527049
26-08-2011;581560;528311
27-08-2011;541012;493068
28-08-2011;522386;479968
29-08-2011;580819;529525
30-08-2011;586135;535262
