Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-01-2011;2881242;2839391
02-01-2011;2920248;2879692
03-01-2011;2995728;2949130
04-01-2011;3074376;3019469
05-01-2011;3103441;3047174
06-01-2011;3116666;3055454
07-01-2011;3040903;2994420
08-01-2011;3077551;3026677
09-01-2011;3052996;3010684
10-01-2011;3113089;3057009
11-01-2011;3219519;3159529
12-01-2011;3242843;3181695
13-01-2011;3246954;3191225
14-01-2011;3233216;3174401
15-01-2011;3120640;3064533
16-01-2011;3096223;3045811
17-01-2011;3293748;3234529
18-01-2011;3324911;3267779
19-01-2011;3331112;3277532
20-01-2011;3345779;3296909
21-01-2011;3356600;3302019
22-01-2011;3233807;3178832
23-01-2011;3178310;3123878
24-01-2011;3336976;3283920
25-01-2011;3329001;3273048
26-01-2011;3316264;3263028
27-01-2011;3305397;3259334
28-01-2011;3281069;3238427
29-01-2011;3145621;3103991
30-01-2011;3079271;3035210
