Дата;Генерация, МВт*ч;Потребление, МВт*ч
29-01-2017;119981;114817
30-01-2017;121637;116710
31-01-2017;119790;115048
01-02-2017;121644;116729
02-02-2017;118516;113652
03-02-2017;117117;112265
04-02-2017;114676;109784
05-02-2017;115445;110662
06-02-2017;118006;113279
07-02-2017;115759;111041
08-02-2017;116586;111889
09-02-2017;116307;111605
10-02-2017;116740;112158
11-02-2017;113354;108848
12-02-2017;112818;108435
13-02-2017;114240;109720
14-02-2017;110622;106104
15-02-2017;109405;104877
16-02-2017;108689;104283
17-02-2017;113658;109171
18-02-2017;114935;110474
19-02-2017;115508;111039
20-02-2017;117412;112919
21-02-2017;114917;110646
22-02-2017;113602;109726
23-02-2017;111017;107168
24-02-2017;111139;107272
25-02-2017;111555;107687
26-02-2017;111445;107516
27-02-2017;111680;107745
