Дата;Генерация, МВт*ч;Потребление, МВт*ч
30-01-2012;830595;809515
31-01-2012;853007;817878
01-02-2012;860634;827305
02-02-2012;863984;826761
03-02-2012;856487;822421
04-02-2012;815798;789480
05-02-2012;800398;778398
06-02-2012;829787;809202
07-02-2012;844396;811754
08-02-2012;839224;810181
09-02-2012;836209;806876
10-02-2012;828135;807362
11-02-2012;818313;785558
12-02-2012;806682;774882
13-02-2012;832931;800597
14-02-2012;816802;797579
15-02-2012;815427;794371
16-02-2012;812509;794105
17-02-2012;819725;797761
18-02-2012;796311;776770
19-02-2012;772666;764091
20-02-2012;799006;787861
21-02-2012;798037;789810
22-02-2012;802913;783495
23-02-2012;766463;757235
24-02-2012;779186;772440
25-02-2012;764899;760795
26-02-2012;750467;754477
27-02-2012;789406;776476
28-02-2012;791604;775596
