Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-07-2018;291801;262606
02-07-2018;307070;288187
03-07-2018;310557;284846
04-07-2018;304130;279922
05-07-2018;300735;276688
06-07-2018;292712;274207
07-07-2018;273338;262401
08-07-2018;269259;256061
09-07-2018;291096;278401
10-07-2018;291776;278667
11-07-2018;295715;282088
12-07-2018;288839;280532
13-07-2018;284319;280963
14-07-2018;274030;268147
15-07-2018;266887;261923
16-07-2018;300518;286798
17-07-2018;300325;281760
18-07-2018;294917;278617
19-07-2018;291038;281643
20-07-2018;288914;280007
21-07-2018;282457;266205
22-07-2018;280460;256210
23-07-2018;295872;272157
24-07-2018;300108;276165
25-07-2018;291864;281253
26-07-2018;303007;288034
27-07-2018;302043;289175
28-07-2018;276212;274704
29-07-2018;271109;263754
30-07-2018;297697;275127
