Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-10-2020;239630;242172
02-10-2020;235833;243427
03-10-2020;220975;236419
04-10-2020;222233;234825
05-10-2020;244368;244170
06-10-2020;244954;246626
07-10-2020;248860;247714
08-10-2020;253827;249481
09-10-2020;253322;248699
10-10-2020;243062;243587
11-10-2020;240234;240124
12-10-2020;248879;249809
13-10-2020;251023;249938
14-10-2020;245634;251302
15-10-2020;246815;251028
16-10-2020;250406;250293
17-10-2020;244494;243836
18-10-2020;238443;241040
19-10-2020;248790;251676
20-10-2020;250080;253923
21-10-2020;252119;257744
22-10-2020;258542;265134
23-10-2020;254295;262138
24-10-2020;260652;254345
25-10-2020;248732;249941
26-10-2020;259581;258828
27-10-2020;268626;264121
28-10-2020;268775;266015
29-10-2020;260588;266460
30-10-2020;261246;267465
