Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-08-2012;469742;487407
02-08-2012;466891;487149
03-08-2012;471129;485909
04-08-2012;457848;478791
05-08-2012;462615;477162
06-08-2012;473650;487132
07-08-2012;473279;490641
08-08-2012;471775;489834
09-08-2012;468649;489116
10-08-2012;469900;488542
11-08-2012;458085;479072
12-08-2012;452520;478070
13-08-2012;467494;490465
14-08-2012;474170;489313
15-08-2012;476111;491700
16-08-2012;474759;493258
17-08-2012;477295;496886
18-08-2012;471547;491212
19-08-2012;465494;489876
20-08-2012;474958;502487
21-08-2012;475275;501801
22-08-2012;473195;499368
23-08-2012;475224;501801
24-08-2012;477269;503362
25-08-2012;460219;494790
26-08-2012;458737;491370
27-08-2012;469177;504124
28-08-2012;471686;501748
29-08-2012;467648;502822
30-08-2012;470610;505412
