Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-08-2015;658039;666982
01-09-2015;670636;668665
02-09-2015;680314;673189
03-09-2015;689256;672233
04-09-2015;696622;672041
05-09-2015;678771;649903
06-09-2015;653938;647563
07-09-2015;677572;665672
08-09-2015;668222;655080
09-09-2015;664364;649936
10-09-2015;669443;651966
11-09-2015;683154;663493
12-09-2015;659232;651147
13-09-2015;661999;649747
14-09-2015;700930;670416
15-09-2015;696995;668630
16-09-2015;699328;666123
17-09-2015;695779;665556
18-09-2015;694819;675665
19-09-2015;667046;659754
20-09-2015;638227;649375
21-09-2015;677225;671203
22-09-2015;683224;674012
23-09-2015;682314;674288
24-09-2015;684456;673759
25-09-2015;692986;678779
26-09-2015;675590;663822
27-09-2015;661068;652263
28-09-2015;678741;665297
29-09-2015;676769;662007
