Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-03-2019;721970;714691
01-04-2019;740610;722204
02-04-2019;732425;714246
03-04-2019;732595;720925
04-04-2019;738706;718649
05-04-2019;732058;716456
06-04-2019;726111;702731
07-04-2019;732487;695883
08-04-2019;748878;712225
09-04-2019;740434;706006
10-04-2019;730683;705302
11-04-2019;713838;699221
12-04-2019;694928;692408
13-04-2019;692846;688203
14-04-2019;703253;693606
15-04-2019;729991;705667
16-04-2019;733073;708609
17-04-2019;742724;717890
18-04-2019;735517;709599
19-04-2019;732305;706378
20-04-2019;742579;698046
21-04-2019;717700;689569
22-04-2019;727054;695767
23-04-2019;703271;691543
24-04-2019;707205;694704
25-04-2019;721861;697078
26-04-2019;732839;698402
27-04-2019;736608;690324
28-04-2019;698122;680000
29-04-2019;739246;707735
