Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-03-2018;330378;326778
02-03-2018;326916;323846
03-03-2018;315750;316523
04-03-2018;299660;303712
05-03-2018;312594;316581
06-03-2018;314407;311906
07-03-2018;310529;311806
08-03-2018;282514;288987
09-03-2018;287515;294453
10-03-2018;291391;298067
11-03-2018;288612;296331
12-03-2018;305164;312447
13-03-2018;314204;313051
14-03-2018;317864;313796
15-03-2018;306865;305630
16-03-2018;306726;301319
17-03-2018;294599;291763
18-03-2018;280766;281946
19-03-2018;304531;298883
20-03-2018;303628;299462
21-03-2018;314018;300310
22-03-2018;324513;306104
23-03-2018;330344;307622
24-03-2018;315617;296904
25-03-2018;306806;287424
26-03-2018;317199;297416
27-03-2018;311435;292612
28-03-2018;305867;289829
29-03-2018;310289;295105
30-03-2018;313537;295893
