Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-10-2018;286818;292314
02-10-2018;287251;297674
03-10-2018;291233;298791
04-10-2018;290298;295640
05-10-2018;284847;299426
06-10-2018;274534;289272
07-10-2018;270339;278224
08-10-2018;286487;300143
09-10-2018;291237;301524
10-10-2018;295749;302205
11-10-2018;288698;301593
12-10-2018;296053;303490
13-10-2018;276600;287255
14-10-2018;280950;277925
15-10-2018;291349;295073
16-10-2018;298263;291693
17-10-2018;299483;292303
18-10-2018;307849;294901
19-10-2018;305811;295217
20-10-2018;288554;284107
21-10-2018;289669;281486
22-10-2018;298245;302309
23-10-2018;294896;307321
24-10-2018;305661;307036
25-10-2018;308626;310682
26-10-2018;306168;308337
27-10-2018;294208;294425
28-10-2018;287504;288212
29-10-2018;307398;311897
30-10-2018;311928;315276
