Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-05-2014;486429;507022
01-06-2014;483974;505425
02-06-2014;494845;517576
03-06-2014;494695;515532
04-06-2014;493364;513486
05-06-2014;487865;506844
06-06-2014;492027;507181
07-06-2014;485239;497996
08-06-2014;484159;494246
09-06-2014;483744;502966
10-06-2014;479811;495158
11-06-2014;478755;494791
12-06-2014;473624;478100
13-06-2014;470056;477086
14-06-2014;471915;475113
15-06-2014;461174;470771
16-06-2014;466213;481918
17-06-2014;456848;481756
18-06-2014;459686;479544
19-06-2014;459535;477034
20-06-2014;450304;476169
21-06-2014;447171;467358
22-06-2014;443342;462586
23-06-2014;464311;478942
24-06-2014;460648;480431
25-06-2014;460079;479739
26-06-2014;456650;480233
27-06-2014;456496;478095
28-06-2014;448753;466080
29-06-2014;444980;462124
