Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-01-2019;264035;285807
02-01-2019;273416;292726
03-01-2019;287602;300067
04-01-2019;292946;302695
05-01-2019;288511;303591
06-01-2019;289195;307340
07-01-2019;283438;306240
08-01-2019;314206;315495
09-01-2019;348802;330707
10-01-2019;334304;332028
11-01-2019;334108;328142
12-01-2019;326250;316217
13-01-2019;307527;311915
14-01-2019;317414;324746
15-01-2019;315160;319950
16-01-2019;316522;321128
17-01-2019;314145;328090
18-01-2019;316027;327977
19-01-2019;304747;312172
20-01-2019;299717;310979
21-01-2019;313152;322377
22-01-2019;322193;324410
23-01-2019;333740;331515
24-01-2019;322432;323746
25-01-2019;326749;318342
26-01-2019;310936;313807
27-01-2019;300099;310526
28-01-2019;322296;315388
29-01-2019;313011;315137
30-01-2019;311341;317278
