Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-01-2017;584130;598393
02-01-2017;600124;608162
03-01-2017;619578;611725
04-01-2017;623669;614137
05-01-2017;619213;614026
06-01-2017;629090;619202
07-01-2017;621778;623350
08-01-2017;632515;632369
09-01-2017;658346;654449
10-01-2017;670949;661317
11-01-2017;667519;663300
12-01-2017;670120;661187
13-01-2017;666942;661534
14-01-2017;653454;651707
15-01-2017;652993;649332
16-01-2017;666944;669738
17-01-2017;662086;673579
18-01-2017;648004;672573
19-01-2017;652068;670876
20-01-2017;654239;668044
21-01-2017;629329;651649
22-01-2017;626483;641920
23-01-2017;645676;651415
24-01-2017;657844;652760
25-01-2017;658445;651525
26-01-2017;658961;653383
27-01-2017;658068;660502
28-01-2017;655396;656453
29-01-2017;652031;650936
30-01-2017;666984;660787
