Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-05-2011;280193;260682
01-06-2011;276085;258033
02-06-2011;287314;264525
03-06-2011;282615;265876
04-06-2011;267612;248742
05-06-2011;259585;237805
06-06-2011;268580;262631
07-06-2011;257288;263633
08-06-2011;248810;266565
09-06-2011;246932;264643
10-06-2011;245546;261843
11-06-2011;234223;239584
12-06-2011;223667;224510
13-06-2011;230774;231795
14-06-2011;248555;256724
15-06-2011;246006;262623
16-06-2011;239659;258785
17-06-2011;239139;258553
18-06-2011;239492;241529
19-06-2011;221895;229895
20-06-2011;246669;258686
21-06-2011;243298;261181
22-06-2011;245962;264506
23-06-2011;249985;264321
24-06-2011;250708;260741
25-06-2011;238670;242736
26-06-2011;229430;232003
27-06-2011;252099;259154
28-06-2011;251276;262595
29-06-2011;252902;264890
