Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-01-2013;601085;638901
02-01-2013;610006;653949
03-01-2013;622833;663332
04-01-2013;625409;667323
05-01-2013;629366;669314
06-01-2013;626267;669384
07-01-2013;628931;669521
08-01-2013;634167;675308
09-01-2013;656181;693702
10-01-2013;655081;689308
11-01-2013;644252;684682
12-01-2013;635198;670928
13-01-2013;621344;660042
14-01-2013;626198;668715
15-01-2013;626188;663449
16-01-2013;624871;660128
17-01-2013;632297;663439
18-01-2013;634066;669233
19-01-2013;629318;660531
20-01-2013;622323;654539
21-01-2013;641529;675906
22-01-2013;639839;674740
23-01-2013;631593;669688
24-01-2013;623933;659921
25-01-2013;622458;654785
26-01-2013;605463;635366
27-01-2013;597048;630838
28-01-2013;622082;654220
29-01-2013;629576;666408
30-01-2013;637634;675499
