Дата;Генерация, МВт*ч;Потребление, МВт*ч
29-01-2014;658683;663044
30-01-2014;668636;672842
31-01-2014;670475;675735
01-02-2014;663179;666267
02-02-2014;659483;663725
03-02-2014;670158;680756
04-02-2014;669447;679207
05-02-2014;668889;677502
06-02-2014;668648;675938
07-02-2014;667772;674748
08-02-2014;656394;661461
09-02-2014;650180;655374
10-02-2014;663791;671068
11-02-2014;664355;672848
12-02-2014;669376;676343
13-02-2014;664611;674931
14-02-2014;662145;670880
15-02-2014;651567;659627
16-02-2014;648862;653487
17-02-2014;650471;662139
18-02-2014;634499;648461
19-02-2014;627203;638282
20-02-2014;618885;632982
21-02-2014;613454;624300
22-02-2014;604481;612883
23-02-2014;603881;612218
24-02-2014;633179;640820
25-02-2014;631571;642746
26-02-2014;629983;642967
27-02-2014;629812;639814
