Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-10-2019;297626;286756
01-11-2019;306283;297210
02-11-2019;308214;293005
03-11-2019;304688;289077
04-11-2019;302733;288770
05-11-2019;305443;291988
06-11-2019;298957;284773
07-11-2019;294166;278852
08-11-2019;286837;275469
09-11-2019;289255;271637
10-11-2019;288869;269587
11-11-2019;294991;280977
12-11-2019;290723;280873
13-11-2019;293156;288797
14-11-2019;303079;291231
15-11-2019;303091;291585
16-11-2019;296027;286055
17-11-2019;294382;283127
18-11-2019;308405;298349
19-11-2019;313157;301785
20-11-2019;318686;304001
21-11-2019;336856;317295
22-11-2019;348972;326439
23-11-2019;344178;319735
24-11-2019;339674;313919
25-11-2019;340021;323914
26-11-2019;343023;323289
27-11-2019;341914;319672
28-11-2019;341383;316188
29-11-2019;325486;309198
