Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-05-2016;606719;632886
02-05-2016;629858;643333
03-05-2016;636960;645646
04-05-2016;652212;653154
05-05-2016;649163;650610
06-05-2016;651802;650849
07-05-2016;642014;642327
08-05-2016;628761;641165
09-05-2016;626632;636651
10-05-2016;659736;656450
11-05-2016;687168;657911
12-05-2016;691596;658259
13-05-2016;688012;665057
14-05-2016;665477;654592
15-05-2016;657492;650629
16-05-2016;673954;664101
17-05-2016;670935;652510
18-05-2016;655861;641647
19-05-2016;645817;636331
20-05-2016;620645;630562
21-05-2016;627326;621680
22-05-2016;603521;607938
23-05-2016;640760;626000
24-05-2016;633761;626299
25-05-2016;638964;625869
26-05-2016;638477;629819
27-05-2016;646309;632224
28-05-2016;610696;611756
29-05-2016;589799;605944
30-05-2016;629089;628926
