Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-03-2013;3155512;3115462
02-03-2013;3048113;3009578
03-03-2013;3028921;2977932
04-03-2013;3161769;3123801
05-03-2013;3183929;3146806
06-03-2013;3191185;3156962
07-03-2013;3160702;3114713
08-03-2013;2991665;2934175
09-03-2013;3009748;2957757
10-03-2013;3025873;2972041
11-03-2013;3166449;3121588
12-03-2013;3157682;3113822
13-03-2013;3146146;3102303
14-03-2013;3126348;3086021
15-03-2013;3109076;3069316
16-03-2013;3001237;2939787
17-03-2013;2934580;2888276
18-03-2013;3079071;3045139
19-03-2013;3112659;3073698
20-03-2013;3120055;3082431
21-03-2013;3117756;3076251
22-03-2013;3102495;3063799
23-03-2013;3020229;2964525
24-03-2013;2980571;2926975
25-03-2013;3109564;3063227
26-03-2013;3107282;3060957
27-03-2013;3093277;3048097
28-03-2013;3063599;3019882
29-03-2013;3042120;3000576
30-03-2013;2941497;2886589
