Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-12-2014;635778;665525
02-12-2014;648329;662180
03-12-2014;646675;658037
04-12-2014;641118;655086
05-12-2014;647456;659411
06-12-2014;633337;647478
07-12-2014;630210;643247
08-12-2014;637281;657835
09-12-2014;635194;652945
10-12-2014;633575;650016
11-12-2014;636859;647209
12-12-2014;635397;643570
13-12-2014;623511;641164
14-12-2014;618957;637142
15-12-2014;625647;644683
16-12-2014;636824;641088
17-12-2014;629190;640342
18-12-2014;629900;643469
19-12-2014;630566;646072
20-12-2014;613871;636887
21-12-2014;602620;627598
22-12-2014;614547;635072
23-12-2014;609769;629176
24-12-2014;616711;631814
25-12-2014;624611;634448
26-12-2014;613840;631860
27-12-2014;594849;621901
28-12-2014;590380;623520
29-12-2014;616608;643214
30-12-2014;615783;649197
