Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-05-2018;304600;242739
02-05-2018;306208;240578
03-05-2018;294421;247992
04-05-2018;289972;248158
05-05-2018;297264;243680
06-05-2018;288540;237246
07-05-2018;278902;241324
08-05-2018;268164;238479
09-05-2018;249766;225392
10-05-2018;252081;232927
11-05-2018;249854;231964
12-05-2018;240676;221721
13-05-2018;240563;216870
14-05-2018;246020;225008
15-05-2018;245945;224865
16-05-2018;245112;223628
17-05-2018;246472;222913
18-05-2018;244089;223389
19-05-2018;225329;213546
20-05-2018;222561;209591
21-05-2018;218136;217799
22-05-2018;215065;218913
23-05-2018;233466;220726
24-05-2018;240880;222030
25-05-2018;251678;222431
26-05-2018;261721;216937
27-05-2018;243781;213069
28-05-2018;255314;224520
29-05-2018;252825;224260
30-05-2018;256025;224790
