Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-03-2015;2963258;2911164
01-04-2015;2957597;2899575
02-04-2015;2952287;2890124
03-04-2015;2932040;2879535
04-04-2015;2844515;2788872
05-04-2015;2782570;2738939
06-04-2015;2889298;2855338
07-04-2015;2878698;2833028
08-04-2015;2870896;2819886
09-04-2015;2897647;2849468
10-04-2015;2870221;2822678
11-04-2015;2770881;2715943
12-04-2015;2633683;2593260
13-04-2015;2754854;2722336
14-04-2015;2777301;2743781
15-04-2015;2792658;2751560
16-04-2015;2811502;2764986
17-04-2015;2800340;2754215
18-04-2015;2711182;2656719
19-04-2015;2667452;2622891
20-04-2015;2811026;2759955
21-04-2015;2794354;2745566
22-04-2015;2789209;2737255
23-04-2015;2794625;2742834
24-04-2015;2774431;2724791
25-04-2015;2664775;2617500
26-04-2015;2605439;2565148
27-04-2015;2706393;2662308
28-04-2015;2677869;2626145
29-04-2015;2636609;2587782
