Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-08-2014;270347;258685
02-08-2014;251792;239801
03-08-2014;248357;234477
04-08-2014;270039;255782
05-08-2014;258537;257447
06-08-2014;268311;261599
07-08-2014;271218;264701
08-08-2014;263533;263996
09-08-2014;243256;247130
10-08-2014;241164;240224
11-08-2014;280689;262208
12-08-2014;270057;261376
13-08-2014;265234;263453
14-08-2014;251634;265586
15-08-2014;257596;265203
16-08-2014;229467;248668
17-08-2014;231749;240864
18-08-2014;247534;265483
19-08-2014;247316;265257
20-08-2014;253204;267103
21-08-2014;261253;266397
22-08-2014;259872;266420
23-08-2014;231247;244913
24-08-2014;225851;235515
25-08-2014;237639;260184
26-08-2014;228996;262007
27-08-2014;231337;259113
28-08-2014;234277;261908
29-08-2014;239820;260315
30-08-2014;231602;241548
