Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-08-2017;545765;573942
02-08-2017;562726;578093
03-08-2017;561063;578612
04-08-2017;562287;575946
05-08-2017;532125;543664
06-08-2017;527659;530611
07-08-2017;568876;570830
08-08-2017;580489;567923
09-08-2017;570885;569332
10-08-2017;564872;572026
11-08-2017;563571;575660
12-08-2017;517485;546270
13-08-2017;514666;537773
14-08-2017;554957;581742
15-08-2017;567721;578995
16-08-2017;579912;577728
17-08-2017;610768;580963
18-08-2017;587234;584401
19-08-2017;545603;551391
20-08-2017;535085;543808
21-08-2017;588839;585685
22-08-2017;590769;585409
23-08-2017;587331;584488
24-08-2017;585755;572744
25-08-2017;568889;568854
26-08-2017;560092;542227
27-08-2017;557876;530136
28-08-2017;615246;580363
29-08-2017;616656;586814
30-08-2017;607964;585149
