Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-03-2018;619664;690918
01-04-2018;597688;664524
02-04-2018;626451;696698
03-04-2018;624682;694962
04-04-2018;611082;688029
05-04-2018;618382;677408
06-04-2018;605506;667873
07-04-2018;577483;636586
08-04-2018;540089;606541
09-04-2018;569811;642299
10-04-2018;569549;637339
11-04-2018;569135;652972
12-04-2018;570507;653406
13-04-2018;557301;648937
14-04-2018;521987;617655
15-04-2018;500812;596114
16-04-2018;524020;621878
17-04-2018;518748;616693
18-04-2018;537274;636230
19-04-2018;549409;639141
20-04-2018;549563;628210
21-04-2018;521167;595731
22-04-2018;525791;600585
23-04-2018;569043;639164
24-04-2018;556333;638142
25-04-2018;549995;637023
26-04-2018;546477;638348
27-04-2018;537498;628565
28-04-2018;528048;613159
29-04-2018;490434;570427
