Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-10-2012;726227;724454
01-11-2012;734031;732099
02-11-2012;743805;731887
03-11-2012;726683;713118
04-11-2012;712192;709694
05-11-2012;723238;718307
06-11-2012;741877;737125
07-11-2012;750942;748525
08-11-2012;747723;743218
09-11-2012;753577;740444
10-11-2012;724763;726892
11-11-2012;716245;725901
12-11-2012;765484;754528
13-11-2012;768011;763412
14-11-2012;763073;754119
15-11-2012;764568;756431
16-11-2012;758859;759853
17-11-2012;739552;741798
18-11-2012;725080;737309
19-11-2012;762153;765441
20-11-2012;758891;760664
21-11-2012;752195;756388
22-11-2012;759696;754279
23-11-2012;757918;761982
24-11-2012;748863;743287
25-11-2012;738848;734405
26-11-2012;783954;768354
27-11-2012;795042;781740
28-11-2012;795716;784467
29-11-2012;800572;789672
