Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-05-2017;507207;537632
02-05-2017;525847;572916
03-05-2017;547879;571203
04-05-2017;545922;577643
05-05-2017;559175;581636
06-05-2017;541635;553582
07-05-2017;535380;547915
08-05-2017;552894;573505
09-05-2017;541753;577994
10-05-2017;582369;629418
11-05-2017;620656;644119
12-05-2017;634418;638649
13-05-2017;606636;600561
14-05-2017;590374;579012
15-05-2017;612908;602142
16-05-2017;609912;616467
17-05-2017;613602;624154
18-05-2017;600815;602748
19-05-2017;581696;586172
20-05-2017;543593;548455
21-05-2017;545004;546181
22-05-2017;580937;583943
23-05-2017;573048;580995
24-05-2017;578676;577382
25-05-2017;568777;574976
26-05-2017;571851;574461
27-05-2017;530984;543139
28-05-2017;510974;543284
29-05-2017;557180;578969
30-05-2017;544601;569517
