Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-08-2019;265906;223859
02-08-2019;269237;222249
03-08-2019;276036;220793
04-08-2019;274658;220593
05-08-2019;273725;228117
06-08-2019;271353;226315
07-08-2019;272076;227348
08-08-2019;274354;227820
09-08-2019;273196;226537
10-08-2019;255796;216798
11-08-2019;259482;214114
12-08-2019;265784;224791
13-08-2019;270335;224332
14-08-2019;267736;220192
15-08-2019;267523;220840
16-08-2019;266827;222393
17-08-2019;260939;216096
18-08-2019;252300;212733
19-08-2019;254978;219956
20-08-2019;255624;219113
21-08-2019;250401;219883
22-08-2019;255511;220527
23-08-2019;260118;223178
24-08-2019;257087;218492
25-08-2019;261867;215233
26-08-2019;262115;225901
27-08-2019;266427;227738
28-08-2019;270038;228356
29-08-2019;268624;228095
30-08-2019;268057;227283
