Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-10-2017;238471;272924
02-10-2017;262912;300747
03-10-2017;265403;302184
04-10-2017;268007;302844
05-10-2017;266897;300571
06-10-2017;265432;303062
07-10-2017;255554;285343
08-10-2017;255795;272224
09-10-2017;265087;294063
10-10-2017;257977;295056
11-10-2017;260450;299120
12-10-2017;261430;301326
13-10-2017;264043;301644
14-10-2017;253781;288017
15-10-2017;253197;281067
16-10-2017;262015;305282
17-10-2017;267395;305550
18-10-2017;272421;309853
19-10-2017;272525;309836
20-10-2017;282350;311142
21-10-2017;284972;300178
22-10-2017;286539;293106
23-10-2017;304885;318662
24-10-2017;307401;322781
25-10-2017;300953;325794
26-10-2017;311234;327873
27-10-2017;305706;326779
28-10-2017;304947;311919
29-10-2017;301500;301873
30-10-2017;304539;318143
