Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-10-2013;2868439;2827178
01-11-2013;2849821;2822649
02-11-2013;2769087;2731911
03-11-2013;2731581;2695576
04-11-2013;2749943;2705538
05-11-2013;2871192;2836552
06-11-2013;2871977;2831358
07-11-2013;2889696;2854176
08-11-2013;2919115;2882909
09-11-2013;2843553;2794924
10-11-2013;2789974;2746112
11-11-2013;2925318;2890831
12-11-2013;2939263;2905504
13-11-2013;2948699;2911539
14-11-2013;2960550;2924161
15-11-2013;2971321;2934972
16-11-2013;2888364;2847590
17-11-2013;2836680;2802968
18-11-2013;2987114;2953712
19-11-2013;3017235;2979679
20-11-2013;3013274;2978047
21-11-2013;3019757;2983152
22-11-2013;3019138;2983504
23-11-2013;2934957;2881776
24-11-2013;2890719;2840218
25-11-2013;3039646;3002794
26-11-2013;3068278;3034806
27-11-2013;3090529;3052108
28-11-2013;3086697;3054170
29-11-2013;3067771;3033798
