Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-03-2020;333139;265521
01-04-2020;337706;266510
02-04-2020;332537;268087
03-04-2020;331230;264823
04-04-2020;330245;261967
05-04-2020;319801;261287
06-04-2020;328527;277203
07-04-2020;334922;277994
08-04-2020;326765;277482
09-04-2020;325208;274940
10-04-2020;328070;274958
11-04-2020;327278;269476
12-04-2020;321504;264632
13-04-2020;326959;283718
14-04-2020;322301;283952
15-04-2020;323067;283525
16-04-2020;330961;286170
17-04-2020;335427;286531
18-04-2020;335086;275623
19-04-2020;328751;260888
20-04-2020;335600;278058
21-04-2020;337076;285603
22-04-2020;339756;285263
23-04-2020;350455;286255
24-04-2020;355590;285626
25-04-2020;346514;273974
26-04-2020;341994;262384
27-04-2020;341334;273826
28-04-2020;338775;273273
29-04-2020;335172;271296
