Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-05-2015;512503;520587
02-05-2015;519402;521135
03-05-2015;519349;522383
04-05-2015;525820;527278
05-05-2015;528076;530778
06-05-2015;528972;529802
07-05-2015;523297;527521
08-05-2015;518200;519936
09-05-2015;504481;497211
10-05-2015;497843;497252
11-05-2015;498692;505251
12-05-2015;512348;514603
13-05-2015;502901;509818
14-05-2015;496900;506123
15-05-2015;495720;500605
16-05-2015;491076;492469
17-05-2015;495530;495289
18-05-2015;498935;501581
19-05-2015;490161;496694
20-05-2015;485047;492485
21-05-2015;481943;492210
22-05-2015;479584;492520
23-05-2015;472790;486566
24-05-2015;476935;487128
25-05-2015;484338;495419
26-05-2015;484123;492904
27-05-2015;474714;494802
28-05-2015;466711;493107
29-05-2015;476235;495356
30-05-2015;480784;489997
