Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-03-2014;548281;558008
01-04-2014;543807;552603
02-04-2014;535895;545609
03-04-2014;532128;541276
04-04-2014;529410;539479
05-04-2014;524605;534318
06-04-2014;522895;531169
07-04-2014;522907;538246
08-04-2014;529823;545526
09-04-2014;531384;542189
10-04-2014;533497;539450
11-04-2014;537326;543587
12-04-2014;534510;540172
13-04-2014;531157;537068
14-04-2014;535219;548275
15-04-2014;531850;544993
16-04-2014;534284;541701
17-04-2014;532249;541881
18-04-2014;533658;538119
19-04-2014;525843;532808
20-04-2014;499312;512156
21-04-2014;524325;531661
22-04-2014;528839;538942
23-04-2014;534608;547497
24-04-2014;531102;547961
25-04-2014;528498;538101
26-04-2014;514128;524497
27-04-2014;504530;517613
28-04-2014;519391;532569
29-04-2014;519938;533733
