Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-10-2015;105017;92916
01-11-2015;101675;90613
02-11-2015;102308;91043
03-11-2015;102857;91563
04-11-2015;102309;90827
05-11-2015;104391;93725
06-11-2015;107164;96381
07-11-2015;108380;97607
08-11-2015;109064;98249
09-11-2015;111057;100262
10-11-2015;109656;98840
11-11-2015;109994;99161
12-11-2015;110448;99733
13-11-2015;105271;97580
14-11-2015;106661;95934
15-11-2015;106502;96225
16-11-2015;102723;100041
17-11-2015;108608;101497
18-11-2015;113897;103622
19-11-2015;115759;105237
20-11-2015;114800;107209
21-11-2015;117725;106919
22-11-2015;117506;106747
23-11-2015;120069;109254
24-11-2015;120513;109781
25-11-2015;121210;110370
26-11-2015;121421;110803
27-11-2015;120868;110296
28-11-2015;118118;107694
29-11-2015;118397;108053
