Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-03-2020;3042458;3010307
02-03-2020;3137389;3113302
03-03-2020;3143547;3112567
04-03-2020;3133486;3107866
05-03-2020;3122439;3097316
06-03-2020;3125546;3100740
07-03-2020;3058071;3016093
08-03-2020;2949145;2925973
09-03-2020;2978905;2947218
10-03-2020;3060929;3040717
11-03-2020;3057345;3033289
12-03-2020;3053476;3027861
13-03-2020;3047129;3028807
14-03-2020;2984422;2953235
15-03-2020;2979829;2952851
16-03-2020;3086296;3067056
17-03-2020;3057064;3041707
18-03-2020;3044572;3028298
19-03-2020;3040617;3023189
20-03-2020;3051216;3035057
21-03-2020;3016222;2979006
22-03-2020;2978027;2951598
23-03-2020;3088698;3066347
24-03-2020;3101950;3081743
25-03-2020;3080661;3064162
26-03-2020;3033427;3023695
27-03-2020;2986840;2976428
28-03-2020;2885263;2862623
29-03-2020;2813151;2802991
30-03-2020;2842178;2812307
