Дата;Генерация, МВт*ч;Потребление, МВт*ч
30-01-2020;334456;330471
31-01-2020;332023;324972
01-02-2020;306899;307740
02-02-2020;297364;301907
03-02-2020;300476;323025
04-02-2020;297051;321769
05-02-2020;308825;323676
06-02-2020;319406;328624
07-02-2020;326724;330635
08-02-2020;322687;320935
09-02-2020;316142;314965
10-02-2020;313989;333512
11-02-2020;313300;334144
12-02-2020;311254;333311
13-02-2020;314810;332582
14-02-2020;315707;333981
15-02-2020;306272;316643
16-02-2020;296622;308683
17-02-2020;307604;326946
18-02-2020;301519;326461
19-02-2020;299692;323808
20-02-2020;298104;322171
21-02-2020;300244;321628
22-02-2020;283221;307008
23-02-2020;290105;300121
24-02-2020;285571;299152
25-02-2020;303695;323098
26-02-2020;309443;318787
27-02-2020;307720;321826
28-02-2020;312310;319298
