Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-10-2014;2976513;2948759
01-11-2014;2895303;2849793
02-11-2014;2874400;2834414
03-11-2014;2904521;2861550
04-11-2014;2876264;2845145
05-11-2014;2991768;2967819
06-11-2014;2999003;2968569
07-11-2014;3018929;2983553
08-11-2014;2958232;2910923
09-11-2014;2908656;2865940
10-11-2014;3022706;2990197
11-11-2014;3029907;2995200
12-11-2014;3030628;2995913
13-11-2014;3032517;3001295
14-11-2014;3049096;3015887
15-11-2014;2989581;2946857
16-11-2014;2978705;2943595
17-11-2014;3155869;3119068
18-11-2014;3169148;3136067
19-11-2014;3180603;3147276
20-11-2014;3201601;3162235
21-11-2014;3204946;3163849
22-11-2014;3112099;3060565
23-11-2014;3075813;3027784
24-11-2014;3237301;3195283
25-11-2014;3261989;3222438
26-11-2014;3272666;3226500
27-11-2014;3281606;3234972
28-11-2014;3295704;3251979
29-11-2014;3199464;3147785
