Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-07-2014;445973;468947
02-07-2014;444975;468805
03-07-2014;446330;469057
04-07-2014;442534;469000
05-07-2014;450069;464126
06-07-2014;445943;460782
07-07-2014;450948;473198
08-07-2014;454161;471831
09-07-2014;449074;471603
10-07-2014;451659;470884
11-07-2014;453187;473679
12-07-2014;442241;462852
13-07-2014;443455;460156
14-07-2014;453210;473343
15-07-2014;451026;471572
16-07-2014;450031;473033
17-07-2014;456685;474408
18-07-2014;458285;471647
19-07-2014;449163;462703
20-07-2014;446324;458955
21-07-2014;463005;472873
22-07-2014;460666;474013
23-07-2014;458578;473383
24-07-2014;458725;470984
25-07-2014;456011;470810
26-07-2014;451483;461725
27-07-2014;448991;458335
28-07-2014;452287;468650
29-07-2014;454665;469981
30-07-2014;453988;471884
