Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-10-2017;323160;279382
01-11-2017;316029;280157
02-11-2017;318592;281067
03-11-2017;323424;282112
04-11-2017;307516;267186
05-11-2017;327807;262045
06-11-2017;333841;265109
07-11-2017;336261;273974
08-11-2017;327695;276762
09-11-2017;323242;278189
10-11-2017;341781;279543
11-11-2017;342487;267751
12-11-2017;338925;264337
13-11-2017;337639;277719
14-11-2017;335345;277656
15-11-2017;332903;278948
16-11-2017;321600;278504
17-11-2017;329367;281695
18-11-2017;338760;272996
19-11-2017;334237;269479
20-11-2017;329001;284027
21-11-2017;335734;284800
22-11-2017;335810;285370
23-11-2017;338948;289920
24-11-2017;333709;290541
25-11-2017;339895;279095
26-11-2017;339111;273906
27-11-2017;333160;285587
28-11-2017;330556;286037
29-11-2017;330402;288396
