Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-08-2015;454959;469416
02-08-2015;459665;468553
03-08-2015;465553;479935
04-08-2015;465787;481926
05-08-2015;466935;482059
06-08-2015;470585;481546
07-08-2015;486243;485180
08-08-2015;481300;477990
09-08-2015;482440;478059
10-08-2015;487039;486649
11-08-2015;485434;487937
12-08-2015;484261;489986
13-08-2015;488725;491305
14-08-2015;484649;490035
15-08-2015;479198;481593
16-08-2015;487803;482492
17-08-2015;502621;492657
18-08-2015;491333;489382
19-08-2015;487009;486417
20-08-2015;474253;484003
21-08-2015;477990;484678
22-08-2015;476943;480318
23-08-2015;482559;478826
24-08-2015;485606;486183
25-08-2015;483442;484879
26-08-2015;481724;486101
27-08-2015;479057;485469
28-08-2015;480978;486738
29-08-2015;479804;481412
30-08-2015;484801;481573
