Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-08-2012;77328;68193
02-08-2012;78552;66464
03-08-2012;78953;68001
04-08-2012;74572;65395
05-08-2012;75103;65656
06-08-2012;81053;69146
07-08-2012;79826;67753
08-08-2012;82062;70094
09-08-2012;80018;68204
10-08-2012;79942;67998
11-08-2012;73915;64377
12-08-2012;74306;64805
13-08-2012;79625;67675
14-08-2012;78563;66522
15-08-2012;79632;68230
16-08-2012;78939;67582
17-08-2012;79826;68574
18-08-2012;73893;65045
19-08-2012;76272;66601
20-08-2012;81517;69285
21-08-2012;80684;68919
22-08-2012;79556;68572
23-08-2012;78575;67266
24-08-2012;79422;67814
25-08-2012;74106;65531
26-08-2012;74354;65786
27-08-2012;79487;68326
28-08-2012;80879;69461
29-08-2012;82428;70890
30-08-2012;80466;68862
