Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-03-2018;121998;115691
02-03-2018;118312;111947
03-03-2018;116559;110308
04-03-2018;116951;110468
05-03-2018;119238;112865
06-03-2018;120036;113703
07-03-2018;120155;113784
08-03-2018;117748;111449
09-03-2018;117102;110669
10-03-2018;116824;110583
11-03-2018;116342;110075
12-03-2018;116776;110367
13-03-2018;113827;107872
14-03-2018;112333;106957
15-03-2018;114893;109547
16-03-2018;114809;108421
17-03-2018;111363;105086
18-03-2018;109906;103583
19-03-2018;113276;106958
20-03-2018;108743;102478
21-03-2018;106570;100320
22-03-2018;103851;97530
23-03-2018;105172;98785
24-03-2018;103876;97487
25-03-2018;103746;97413
26-03-2018;102223;96153
27-03-2018;100752;94628
28-03-2018;100834;94735
29-03-2018;101164;95061
30-03-2018;98843;93137
