Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-05-2017;76926;74701
01-06-2017;89052;77386
02-06-2017;86524;74942
03-06-2017;83494;71961
04-06-2017;81648;70199
05-06-2017;81835;70298
06-06-2017;80723;69331
07-06-2017;82891;71280
08-06-2017;81888;71508
09-06-2017;83199;72860
10-06-2017;82109;70674
11-06-2017;80833;69336
12-06-2017;80979;69393
13-06-2017;83428;71593
14-06-2017;83768;72151
15-06-2017;82076;70702
16-06-2017;79936;68481
17-06-2017;78336;66886
18-06-2017;78483;67197
19-06-2017;82872;71481
20-06-2017;83996;72668
21-06-2017;84054;72672
22-06-2017;83464;72114
23-06-2017;83136;71558
24-06-2017;81083;67995
25-06-2017;81431;67408
26-06-2017;84409;70340
27-06-2017;85657;71637
28-06-2017;87220;73080
29-06-2017;86298;72290
