Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-10-2016;3100324;3049035
01-11-2016;3106534;3054059
02-11-2016;3128006;3076430
03-11-2016;3130348;3079565
04-11-2016;3055505;2977131
05-11-2016;3056244;2972483
06-11-2016;3047600;2965110
07-11-2016;3161938;3108435
08-11-2016;3145774;3093903
09-11-2016;3162423;3100560
10-11-2016;3180267;3119017
11-11-2016;3168287;3111034
12-11-2016;3117957;3038113
13-11-2016;3089508;3012108
14-11-2016;3218980;3166533
15-11-2016;3252627;3200807
16-11-2016;3291392;3234175
17-11-2016;3305009;3253459
18-11-2016;3314165;3259361
19-11-2016;3246016;3163678
20-11-2016;3203726;3125085
21-11-2016;3316197;3258023
22-11-2016;3306537;3259943
23-11-2016;3312322;3251283
24-11-2016;3304105;3247273
25-11-2016;3286423;3228029
26-11-2016;3209987;3128789
27-11-2016;3153246;3071025
28-11-2016;3254269;3200470
29-11-2016;3269904;3217666
