Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-03-2011;621711;642757
02-03-2011;621056;635385
03-03-2011;613864;633566
04-03-2011;617871;634878
05-03-2011;613916;631283
06-03-2011;592932;615640
07-03-2011;590092;611472
08-03-2011;579204;597271
09-03-2011;583425;608505
10-03-2011;587336;611185
11-03-2011;597593;615703
12-03-2011;591200;611610
13-03-2011;584016;602961
14-03-2011;587192;609319
15-03-2011;583879;604583
16-03-2011;583830;605185
17-03-2011;588500;608681
18-03-2011;590926;611186
19-03-2011;587443;608263
20-03-2011;579011;599740
21-03-2011;582715;606772
22-03-2011;586652;604433
23-03-2011;573657;597587
24-03-2011;565369;591535
25-03-2011;563994;586813
26-03-2011;554200;574922
27-03-2011;547661;570238
28-03-2011;558265;581008
29-03-2011;560656;581726
30-03-2011;561595;584572
