Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-01-2018;239346;265202
02-01-2018;249472;272912
03-01-2018;261689;283128
04-01-2018;269034;291540
05-01-2018;270202;295576
06-01-2018;271707;292413
07-01-2018;262046;283680
08-01-2018;271746;290426
09-01-2018;289266;307179
10-01-2018;296352;314597
11-01-2018;322584;319127
12-01-2018;319422;323093
13-01-2018;312669;321524
14-01-2018;316037;322414
15-01-2018;327477;339530
16-01-2018;320692;337081
17-01-2018;326523;332100
18-01-2018;336176;332034
19-01-2018;335716;330627
20-01-2018;318780;314492
21-01-2018;315823;308238
22-01-2018;327908;320779
23-01-2018;323908;323760
24-01-2018;331295;329830
25-01-2018;350000;337231
26-01-2018;348802;339730
27-01-2018;335949;330604
28-01-2018;316545;323799
29-01-2018;329127;335744
30-01-2018;322909;330954
