Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-08-2018;301993;280890
02-08-2018;298694;283969
03-08-2018;301441;285992
04-08-2018;277058;267312
05-08-2018;269559;260375
06-08-2018;291960;281782
07-08-2018;283956;277264
08-08-2018;286865;271551
09-08-2018;281565;269285
10-08-2018;285592;270333
11-08-2018;263415;259509
12-08-2018;257978;256956
13-08-2018;277600;279900
14-08-2018;276906;274997
15-08-2018;281654;278162
16-08-2018;284251;280594
17-08-2018;278647;276377
18-08-2018;269683;261716
19-08-2018;268445;251495
20-08-2018;267595;272121
21-08-2018;266964;274140
22-08-2018;259081;274860
23-08-2018;260104;270777
24-08-2018;258211;273676
25-08-2018;249191;262176
26-08-2018;239605;252780
27-08-2018;272407;274374
28-08-2018;272617;275483
29-08-2018;267094;278164
30-08-2018;263714;276828
