Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-08-2017;294013;273097
02-08-2017;293809;282551
03-08-2017;302666;293538
04-08-2017;304687;302526
05-08-2017;304163;300463
06-08-2017;299760;302748
07-08-2017;314232;316698
08-08-2017;312570;321856
09-08-2017;310760;313401
10-08-2017;302665;295918
11-08-2017;301051;286110
12-08-2017;296318;279144
13-08-2017;286968;280101
14-08-2017;294677;291294
15-08-2017;288546;279564
16-08-2017;287187;275912
17-08-2017;280886;276877
18-08-2017;286839;274489
19-08-2017;286932;266150
20-08-2017;277948;263755
21-08-2017;286561;276803
22-08-2017;285427;277372
23-08-2017;282075;259727
24-08-2017;278448;253846
25-08-2017;277903;250198
26-08-2017;270415;246545
27-08-2017;264811;246061
28-08-2017;271992;260595
29-08-2017;273533;256544
30-08-2017;273944;249607
