Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-12-2018;323614;332955
02-12-2018;318103;324847
03-12-2018;331799;345134
04-12-2018;327978;345207
05-12-2018;327766;346327
06-12-2018;333118;348345
07-12-2018;335373;347992
08-12-2018;316021;331193
09-12-2018;307817;320205
10-12-2018;326282;343995
11-12-2018;324667;345986
12-12-2018;322783;344445
13-12-2018;321929;346209
14-12-2018;329433;344153
15-12-2018;316060;329759
16-12-2018;315608;326875
17-12-2018;335992;352846
18-12-2018;337826;354913
19-12-2018;342955;358087
20-12-2018;344599;360869
21-12-2018;343394;359772
22-12-2018;338281;346162
23-12-2018;344784;335602
24-12-2018;364501;355771
25-12-2018;366469;355932
26-12-2018;359696;355300
27-12-2018;359049;348279
28-12-2018;361300;344025
29-12-2018;366154;334445
30-12-2018;355384;325433
