Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-05-2014;198459;197405
01-06-2014;193980;191563
02-06-2014;199452;199646
03-06-2014;206269;199631
04-06-2014;203234;200577
05-06-2014;207240;207077
06-06-2014;207261;209649
07-06-2014;200887;205556
08-06-2014;188384;199699
09-06-2014;198700;209198
10-06-2014;194430;208218
11-06-2014;204827;203876
12-06-2014;192013;190503
13-06-2014;199991;190309
14-06-2014;194472;189896
15-06-2014;191736;188958
16-06-2014;211441;201314
17-06-2014;215825;204129
18-06-2014;207580;207949
19-06-2014;211066;205296
20-06-2014;209557;204947
21-06-2014;199198;197496
22-06-2014;198228;193057
23-06-2014;203591;203073
24-06-2014;205008;205255
25-06-2014;205374;208708
26-06-2014;198629;209966
27-06-2014;201083;208540
28-06-2014;189315;194932
29-06-2014;182378;191302
