Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-10-2017;274380;277005
01-11-2017;285186;282041
02-11-2017;286456;285266
03-11-2017;283887;277196
04-11-2017;265487;268847
05-11-2017;258202;264707
06-11-2017;262860;274145
07-11-2017;278350;282714
08-11-2017;289502;282681
09-11-2017;295206;286038
10-11-2017;273780;288552
11-11-2017;268850;278167
12-11-2017;258033;270065
13-11-2017;265213;276622
14-11-2017;262927;274490
15-11-2017;261389;280425
16-11-2017;274685;284814
17-11-2017;277113;287214
18-11-2017;268908;283942
19-11-2017;258871;276844
20-11-2017;268026;284438
21-11-2017;271398;287852
22-11-2017;279103;294885
23-11-2017;288708;303542
24-11-2017;291093;309698
25-11-2017;289286;304568
26-11-2017;286379;300511
27-11-2017;298235;317825
28-11-2017;309005;324210
29-11-2017;317679;324783
